"","SS_NoSpace","chng_type","SiteSeriesLongName","SpecialCode","Special"
"303","BWBSwk2/102","+","Pl – Lingonberry – Reindeer lichens",NA,NA
"304","BWBSwk2/102$6B.1","+","At – Kinnikinnick – Fuzzy-spiked wildrye",NA,NA
"305","BWBSwk2/103$6B.1","+","At – Rose – Fuzzy-spiked wildrye",NA,NA
"306","BWBSwk2/104$6B.1","+","At – Labrador tea – Lingonberry",NA,NA
"307","BWBSwk2/110","+","Sw – Currant – Bluebells",NA,NA
"308","BWBSwk2/110$6B.1","+","At – High bush-cranberry – Bluebells",NA,NA
"309","BWBSwk2/111$6B.1","+","AcbAt – Cow parsnip",NA,NA
"310","BWBSwk3/101","+","SwBl – Huckleberry – Feather moss",NA,NA
"311","BWBSwk3/102","+","Pl – Crowberry – Lingonberry",NA,NA
"312","BWBSwk3/110","+","Sw – Currant – Horsetail",NA,NA
"313","BWBSwk3/111","+","Sb – Horsetail – Step moss",NA,NA
"314","CDFmm/101","+","Fdc – Salal – Dull Oregon-grape",NA,NA
"315","CDFmm/102","+","FdcRa – Heron's-bill mosses – Rock mosses",NA,NA
"316","CDFmm/102.1","+","FdcRa – Heron's-bill mosses – Rock mosses; Typic variation",NA,NA
"317","CDFmm/102.2","+","FdcRa – Heron's-bill mosses – Rock mosses; Selaginella variation",NA,NA
"318","CDFmm/103","+","Qg – Broad-leaved stonecrop – Heron's-bill mosses",NA,NA
"319","CDFmm/104","+","FdcRa – Salal",NA,NA
"320","CDFmm/105","+","FdcRa – Oceanspray – Oniongrass",NA,NA
"321","CDFmm/106","+","Qg – Oceanspray – Polypody ferns",NA,NA
"322","CDFmm/110","+","CwFdc – Dull Oregon-grape – Sword fern",NA,NA
"323","CDFmm/111","+","FdcHw – Red huckleberry – Salal",NA,NA
"324","CDFmm/112","+","CwBg – Sword fern – Foamflower",NA,NA
"325","CDFmm/112a","+","CwBg – Sword fern – Foamflower; Typic phase",NA,NA
"326","CDFmm/112b","+","CwBg – Sword fern – Foamflower; Fluctuating water table phase",NA,NA
"327","CDFmm/Bb01","+","American searocket – Seabeach sandwort","Bb","beachland"
"328","CDFmm/Bb02","+","Dune lymegrass","Bb","beachland"
"329","CDFmm/Bb02.1","+","Dune lymegrass; Typic variation","Bb","beachland"
"330","CDFmm/Bb02.2","+","Dune lymegrass; Sparse variation","Bb","beachland"
"331","CDFmm/Bb02.3","+","Dune lymegrass; Beach peavine variation","Bb","beachland"
"332","CDFmm/Bb03","+","Large-headed sedge – Dune bluegrass","Bb","beachland"
"333","CDFmm/Bb04","+","Silver burr ragweed","Bb","beachland"
"334","CDFmm/Bb05","+","Beach strawberry – Red fescue – Dune tansy","Bb","beachland"
"335","CDFmm/Bb06","+","Salal – Slender beaked moss","Bb","beachland"
"336","CDFmm/Bb07","+","Kinnikinnick – Grey rock moss","Bb","beachland"
"337","CDFmm/Bb08","+","Field wormwood – Red fescue – Grey rock moss","Bb","beachland"
"338","CDFmm/Bb09","+","Grey rock moss","Bb","beachland"
"339","CDFmm/Bb10","+","Dune bluegrass","Bb","beachland"
"340","CDFmm/Bb11","+","Yellow sand-verbena","Bb","beachland"
"341","CDFmm/Ed01","+","Tufted hairgrass – Meadow barley",NA,NA
"342","CDFmm/Ed03","+","Arctic rush – Alaska plantain",NA,NA
"343","CDFmm/Ed04","+","Cow parsnip – Silverweed cinquefoil",NA,NA
"344","CDFmm/Em01","+","Sea ditch-grass",NA,NA
"345","CDFmm/Em02","+","Pacific glasswort – Saltgrass",NA,NA
"346","CDFmm/Em03","+","Saltgrass",NA,NA
"347","CDFmm/Em05","+","Lyngbye's sedge",NA,NA
"348","CDFmm/Em07","+","Common spikerush – Lyngbye's sedge",NA,NA
"349","CDFmm/Es01","+","Crabapple – Lily-of-the-valley – Angelicas",NA,NA
"350","CDFmm/Es02","+","Sitka willow – Lily-of-the-valley",NA,NA
"351","CDFmm/Fl51","+","Dr – Salmonberry – Horsetail","Fl","low fluvial bench"
"352","CDFmm/Gg60","+","California oatgrass – Roemer's fescue – Woolly-sunflower","Gg","grassland "
"353","CDFmm/Gg61","+","California oatgrass – Triteleia – Small-leaved monkeyflower","Gg","grassland "
"354","CDFmm/Gg62","+","Small-leaved bentgrass – Bear's-foot sanicle – Puget Sound gumweed","Gg","grassland "
"355","CDFmm/Gg63","+","Purple sanicle – Ross' sedge – Oval sedge","Gg","grassland "
"356","CDFmm/Ro60","+","Wallace's selaginella – Long rock moss","Ro","rocky outcrop"
"357","CDFmm/Ro60.1","+","Wallace's selaginella – Long rock moss; Typic variation","Ro","rocky outcrop"
"358","CDFmm/Ro60.2","+","Wallace's selaginella – Long rock moss; Parsley fern variation","Ro","rocky outcrop"
"359","CDFmm/Ro61","+","Grey rock moss – Clad lichens","Ro","rocky outcrop"
"360","CDFmm/Ro61.1","+","Grey rock moss – Clad lichens; Typic variation","Ro","rocky outcrop"
"361","CDFmm/Ro61.2","+","Grey rock moss – Clad lichens; Parsley fern variation","Ro","rocky outcrop"
"362","CDFmm/Wb50","+","Labrador tea – Bog-laurel – Peat mosses","Wb","wetland bog "
"363","CDFmm/Wb55","+","Plc – Labrador tea – Peat mosses","Wb","wetland bog "
"364","CDFmm/Wb55.1","+","Plc – Labrador tea – Peat mosses; Typic variation","Wb","wetland bog "
"365","CDFmm/Wb55.2","+","Plc – Labrador tea – Peat mosses; Bog blueberry variation","Wb","wetland bog "
"366","CDFmm/Wb56","+","PlcHw – Salal – Peat mosses","Wb","wetland bog "
"367","CDFmm/Wf06","+","Slender sedge – Buckbean","Wf","wetland fen"
"368","CDFmm/Wf51","+","Sitka sedge – Peat mosses","Wf","wetland fen"
"369","CDFmm/Wf52","+","Sweet gale – Sitka sedge","Wf","wetland fen"
"370","CDFmm/Wf53","+","Slender sedge – White beakrush","Wf","wetland fen"
"371","CDFmm/Wm04","+","Common spikerush","Wm","wetland marsh"
"372","CDFmm/Wm05","+","Cattail","Wm","wetland marsh"
"373","CDFmm/Wm06","+","Soft-stemmed bulrush","Wm","wetland marsh"
"374","CDFmm/Wm09","+","Inflated sedge","Wm","wetland marsh"
"375","CDFmm/Wm11","+","Seacoast bulrush","Wm","wetland marsh"
"376","CDFmm/Wm50","+","Sitka sedge – Water-parsley","Wm","wetland marsh"
"377","CDFmm/Wm50.1","+","Sitka sedge – Water-parsley; Typic variation","Wm","wetland marsh"
"378","CDFmm/Wm51","+","Three-way marsh-sedge","Wm","wetland marsh"
"379","CDFmm/Wm52","+","Water horsetail – Sitka sedge","Wm","wetland marsh"
"380","CDFmm/Ws50","+","Pink spirea – Sitka sedge","Ws","wetland swamp"
"381","CDFmm/Ws51","+","Sitka willow – Pacific willow – Skunk cabbage","Ws","wetland swamp"
"382","CDFmm/Ws51.1","+","Sitka willow – Pacific willow – Skunk cabbage; Typic variation","Ws","wetland swamp"
"383","CDFmm/Ws52","+","Dr – Skunk cabbage","Ws","wetland swamp"
"384","CDFmm/Ws53","+","Cw – Osoberry – Skunk cabbage","Ws","wetland swamp"
"385","CDFmm/Ws57","+","CwHw – Skunk cabbage","Ws","wetland swamp"
"386","CDFmm/Ws58","+","CwHw – Slough sedge","Ws","wetland swamp"
"387","CDFmm/Ws58.1","+","CwHw – Slough sedge; Typic variation","Ws","wetland swamp"
"388","CDFmm/Ws61","+","Dr – Slough sedge","Ws","wetland swamp"
"389","CDFmm/Ws62","+","ActAt – Slough sedge","Ws","wetland swamp"
"390","CMAwh/Ah33","+","Alaskan & White Mountain-heathers – Tufted hairgrass","Ah","alpine heath"
"391","CMAwh/Ah34","+","Yellow mountain-heath– Bog blueberry – Crowberry","Ah","alpine heath"
"392","CMAwh/Am34","+","Tufted hairgrass – Calder's lovage",NA,NA
"393","CWHdm1/101","+","FdcHw – Red huckleberry – Salal",NA,NA
"394","CWHdm1/101a","+","FdcHw – Red Huckleberry – Salal; Typic phase",NA,NA
"395","CWHdm1/101b","+","FdcHw – Red huckleberry – Salal; Poor phase",NA,NA
"396","CWHdm1/102","+","FdcRa – Heron's-bill mosses – Rock mosses",NA,NA
"397","CWHdm1/103","+","FdcHw – Salal – Step moss",NA,NA
"398","CWHdm1/104","+","FdCw – Dull Oregon-grape – Baldhip rose",NA,NA
"399","CWHdm1/110","+","FdcHwCw – Sword fern",NA,NA
"400","CWHdm1/111","+","CwHw – Deer fern – Sword fern",NA,NA
"401","CWHdm1/112","+","HwCw – Sword fern – Vanilla-leaf",NA,NA
"402","CWHdm1/112a","+","HwCw – Sword fern – Vanilla-leaf; Typic phase",NA,NA
"403","CWHdm1/112b","+","HwCw – Sword fern – Vanilla-leaf; Fluctuating water table phase",NA,NA
"404","CWHdm1/Bb01","+","American searocket – Seabeach sandwort","Bb","beachland"
"405","CWHdm1/Bb02","+","Dune lymegrass","Bb","beachland"
"406","CWHdm1/Bb03","+","Large-headed sedge – Dune bluegrass","Bb","beachland"
"407","CWHdm1/Bb04","+","Silver burr ragweed","Bb","beachland"
"408","CWHdm1/Bb05","+","Beach strawberry – Red fescue – Dune tansy","Bb","beachland"
"409","CWHdm1/Bb06","+","Salal – Slender beaked moss","Bb","beachland"
"410","CWHdm1/Bb07","+","Kinnikinnick – Grey rock moss","Bb","beachland"
"411","CWHdm1/Bb08","+","Field wormwood – Red fescue – Grey rock moss","Bb","beachland"
"412","CWHdm1/Bb09","+","Grey rock moss","Bb","beachland"
"413","CWHdm1/Bb10","+","Dune bluegrass","Bb","beachland"
"414","CWHdm1/Bb11","+","Yellow sand-verbena","Bb","beachland"
"415","CWHdm1/Ed01","+","Tufted hairgrass – Meadow barley",NA,NA
"416","CWHdm1/Ed03","+","Arctic rush – Alaska plantain",NA,NA
"417","CWHdm1/Ed04","+","Cow parsnip – Silverweed cinquefoil",NA,NA
"418","CWHdm1/Em01","+","Sea ditch-grass",NA,NA
"419","CWHdm1/Em02","+","Pacific glasswort – Saltgrass",NA,NA
"420","CWHdm1/Em03","+","Saltgrass",NA,NA
"421","CWHdm1/Em05","+","Lyngbye's sedge",NA,NA
"422","CWHdm1/Em07","+","Common spikerush – Lyngbye's sedge",NA,NA
"423","CWHdm1/Es01","+","Crabapple – Lily-of-the-valley – Angelicas",NA,NA
"424","CWHdm1/Es02","+","Sitka willow – Lily-of-the-valley",NA,NA
"425","CWHdm1/Fl51","+","Dr – Salmonberry – Horsetail","Fl","low fluvial bench"
"426","CWHdm1/Fl52","+","Sitka willow – Salmonberry – Horsetail","Fl","low fluvial bench"
"427","CWHdm1/Gg60","+","California oatgrass – Roemer's fescue – Woolly-sunflower","Gg","grassland "
"428","CWHdm1/Gg61","+","California oatgrass – Triteleia – Small-leaved monkeyflower","Gg","grassland "
"429","CWHdm1/Gg63","+","Purple sanicle – Ross' sedge – Oval sedge","Gg","grassland "
"430","CWHdm1/Ro60","+","Wallace's selaginella – Long rock moss","Ro","rocky outcrop"
"431","CWHdm1/Ro60.1","+","Wallace's selaginella – Long rock moss; Typic variation","Ro","rocky outcrop"
"432","CWHdm1/Ro60.2","+","Wallace's selaginella – Long rock moss; Parsley fern variation","Ro","rocky outcrop"
"433","CWHdm1/Ro61","+","Grey rock moss – Clad lichens","Ro","rocky outcrop"
"434","CWHdm1/Ro61.1","+","Grey rock moss – Clad lichens; Typic variation","Ro","rocky outcrop"
"435","CWHdm1/Ro61.2","+","Grey rock moss – Clad lichens; Parsley fern variation","Ro","rocky outcrop"
"436","CWHdm1/Wb50","+","Labrador tea – Bog-laurel – Peat mosses","Wb","wetland bog "
"437","CWHdm1/Wb55","+","Plc – Labrador tea – Peat mosses","Wb","wetland bog "
"438","CWHdm1/Wb55.1","+","Plc – Labrador tea – Peat mosses; Typic variation","Wb","wetland bog "
"439","CWHdm1/Wb56","+","PlcHw – Salal – Peat mosses","Wb","wetland bog "
"440","CWHdm1/Wf51","+","Sitka sedge – Peat mosses","Wf","wetland fen"
"441","CWHdm1/Wf52","+","Sweet gale – Sitka sedge","Wf","wetland fen"
"442","CWHdm1/Wf52.1","+","Sweet gale – Sitka sedge; Typic variation","Wf","wetland fen"
"443","CWHdm1/Wf53","+","Slender sedge – White beakrush","Wf","wetland fen"
"444","CWHdm1/Wm05","+","Cattail","Wm","wetland marsh"
"445","CWHdm1/Wm06","+","Soft-stemmed bulrush","Wm","wetland marsh"
"446","CWHdm1/Wm50","+","Sitka sedge – Water-parsley","Wm","wetland marsh"
"447","CWHdm1/Wm50.1","+","Sitka sedge – Water-parsley; Typic variation","Wm","wetland marsh"
"448","CWHdm1/Wm50.3","+","Sitka sedge – Water-parsley; Inflated sedge variation","Wm","wetland marsh"
"449","CWHdm1/Wm51","+","Three-way marsh-sedge","Wm","wetland marsh"
"450","CWHdm1/Wm52","+","Water horsetail – Sitka sedge","Wm","wetland marsh"
"451","CWHdm1/Ws50","+","Pink spirea – Sitka sedge","Ws","wetland swamp"
"452","CWHdm1/Ws51","+","Sitka willow – Pacific willow – Skunk cabbage","Ws","wetland swamp"
"453","CWHdm1/Ws51.1","+","Sitka willow – Pacific willow – Skunk cabbage; Typic variation","Ws","wetland swamp"
"454","CWHdm1/Ws51.2","+","Sitka willow – Pacific willow – Skunk cabbage; Small-flowered bulrush variation","Ws","wetland swamp"
"455","CWHdm1/Ws56","+","SsHw – Skunk cabbage","Ws","wetland swamp"
"456","CWHdm1/Ws56.1","+","SsHw – Skunk cabbage; CwHw variation","Ws","wetland swamp"
"457","CWHdm1/Ws57","+","CwHw – Skunk cabbage","Ws","wetland swamp"
"458","CWHdm1/Ws58","+","CwHw – Slough sedge","Ws","wetland swamp"
"459","CWHdm1/Ws58.1","+","CwHw – Slough sedge; Typic variation","Ws","wetland swamp"
"460","CWHdm1/Ws61","+","Dr – Slough sedge","Ws","wetland swamp"
"461","CWHdm1/Ws62","+","ActAt – Slough sedge","Ws","wetland swamp"
"462","CWHdm2/101","+","FdcHw – Red huckleberry – Salal",NA,NA
"463","CWHdm2/101a","+","FdcHw – Red huckleberry – Salal; Typic phase",NA,NA
"464","CWHdm2/101b","+","FdcHw – Red huckleberry – Salal; Poor phase",NA,NA
"465","CWHdm2/102","+","PlcFdc – Rock mosses – Clad lichens",NA,NA
"466","CWHdm2/103","+","FdcPlc – Salal – Step moss",NA,NA
"467","CWHdm2/104","+","FdcHw – Salal – Step moss",NA,NA
"468","CWHdm2/105","+","FdcHwCw – Sword fern",NA,NA
"469","CWHdm2/110","+","HwFdc – Sword fern – Vanilla-leaf",NA,NA
"470","CWHdm2/111","+","CwHw – Salal – Deer fern",NA,NA
"471","CWHdm2/112","+","HwCw – Sword fern – Vanilla-leaf",NA,NA
"472","CWHdm2/112.1","+","HwCw – Sword fern – Vanilla-leaf; Salmonberry variation",NA,NA
"473","CWHdm2/112.2","+","HwCw – Sword fern – Vanilla-leaf; Devil's club variation",NA,NA
"474","CWHdm2/Bb01","+","American searocket – Seabeach sandwort","Bb","beachland"
"475","CWHdm2/Bb02","+","Dune lymegrass","Bb","beachland"
"476","CWHdm2/Ed01","+","Tufted hairgrass – Meadow barley",NA,NA
"477","CWHdm2/Ed03","+","Arctic rush – Alaska plantain",NA,NA
"478","CWHdm2/Ed04","+","Cow parsnip – Silverweed cinquefoil",NA,NA
"479","CWHdm2/Em01","+","Sea ditch-grass",NA,NA
"480","CWHdm2/Em02","+","Pacific glasswort – Saltgrass",NA,NA
"481","CWHdm2/Em03","+","Saltgrass",NA,NA
"482","CWHdm2/Em05","+","Lyngbye's sedge",NA,NA
"483","CWHdm2/Em07","+","Common spikerush – Lyngbye's sedge",NA,NA
"484","CWHdm2/Es01","+","Crabapple – Lily-of-the-valley – Angelicas",NA,NA
"485","CWHdm2/Es02","+","Sitka willow – Lily-of-the-valley",NA,NA
"486","CWHdm2/Fl51","+","Dr – Salmonberry – Horsetail","Fl","low fluvial bench"
"487","CWHdm2/Fl52","+","Sitka willow – Salmonberry – Horsetail","Fl","low fluvial bench"
"488","CWHdm2/Gg60","+","California oatgrass – Roemer's fescue – Woolly-sunflower","Gg","grassland "
"489","CWHdm2/Gg61","+","California oatgrass – Triteleia – Small-leaved monkeyflower","Gg","grassland "
"490","CWHdm2/Gg62","+","Small-leaved bentgrass – Bear's-foot sanicle – Puget Sound gumweed","Gg","grassland "
"491","CWHdm2/Ro60","+","Wallace's selaginella – Long rock moss","Ro","rocky outcrop"
"492","CWHdm2/Ro60.1","+","Wallace's selaginella – Long rock moss; Typic variation","Ro","rocky outcrop"
"493","CWHdm2/Ro60.2","+","Wallace's selaginella – Long rock moss; Parsley fern variation","Ro","rocky outcrop"
"494","CWHdm2/Ro61","+","Grey rock moss – Clad lichens","Ro","rocky outcrop"
"495","CWHdm2/Ro61.1","+","Grey rock moss – Clad lichens; Typic variation","Ro","rocky outcrop"
"496","CWHdm2/Ro61.2","+","Grey rock moss – Clad lichens; Parsley fern variation","Ro","rocky outcrop"
"497","CWHdm2/Wb50","+","Labrador tea – Bog-laurel – Peat mosses","Wb","wetland bog "
"498","CWHdm2/Wb55","+","Plc – Labrador tea – Peat mosses","Wb","wetland bog "
"499","CWHdm2/Wb55.1","+","Plc – Labrador tea – Peat mosses; Typic variation","Wb","wetland bog "
"500","CWHdm2/Wb56","+","PlcHw – Salal – Peat mosses","Wb","wetland bog "
"501","CWHdm2/Wf51","+","Sitka sedge – Peat mosses","Wf","wetland fen"
"502","CWHdm2/Wf52","+","Sweet gale – Sitka sedge","Wf","wetland fen"
"503","CWHdm2/Wf52.1","+","Sweet gale – Sitka sedge; Typic variation","Wf","wetland fen"
"504","CWHdm2/Wf53","+","Slender sedge – White beakrush","Wf","wetland fen"
"505","CWHdm2/Wm05","+","Cattail","Wm","wetland marsh"
"506","CWHdm2/Wm06","+","Soft-stemmed bulrush","Wm","wetland marsh"
"507","CWHdm2/Wm50","+","Sitka sedge – Water-parsley","Wm","wetland marsh"
"508","CWHdm2/Wm50.1","+","Sitka sedge – Water-parsley; Typic variation","Wm","wetland marsh"
"509","CWHdm2/Wm50.3","+","Sitka sedge – Water-parsley; Inflated sedge variation","Wm","wetland marsh"
"510","CWHdm2/Wm51","+","Three-way marsh-sedge","Wm","wetland marsh"
"511","CWHdm2/Wm52","+","Water horsetail – Sitka sedge","Wm","wetland marsh"
"512","CWHdm2/Ws50","+","Pink spirea – Sitka sedge","Ws","wetland swamp"
"513","CWHdm2/Ws51","+","Sitka willow – Pacific willow – Skunk cabbage","Ws","wetland swamp"
"514","CWHdm2/Ws51.2","+","Sitka willow – Pacific willow – Skunk cabbage; Small-flowered bulrush variation","Ws","wetland swamp"
"515","CWHdm2/Ws56","+","SsHw – Skunk cabbage","Ws","wetland swamp"
"516","CWHdm2/Ws56.1","+","SsHw – Skunk cabbage; CwHw variation","Ws","wetland swamp"
"517","CWHdm2/Ws57","+","CwHw – Skunk cabbage","Ws","wetland swamp"
"518","CWHdm2/Ws58","+","CwHw – Slough sedge","Ws","wetland swamp"
"519","CWHdm2/Ws58.1","+","CwHw – Slough sedge; Typic variation","Ws","wetland swamp"
"520","CWHdm3/101","+","FdcHw – Red huckleberry – Salal",NA,NA
"521","CWHdm3/102","+","PlcFdc – Rock mosses – Clad lichens",NA,NA
"522","CWHdm3/103","+","FdcHw – Salal – Step moss",NA,NA
"523","CWHdm3/104","+","FdcCw – Vine maple – Sword fern",NA,NA
"524","CWHdm3/110","+","FdcHwCw – Sword fern",NA,NA
"525","CWHdm3/111","+","CwFdc – Deer fern – Sword fern",NA,NA
"526","CWHdm3/112","+","HwCw – Vine maple – Sword fern",NA,NA
"527","CWHdm3/Ed01","+","Tufted hairgrass – Meadow barley",NA,NA
"528","CWHdm3/Ed03","+","Arctic rush – Alaska plantain",NA,NA
"529","CWHdm3/Ed04","+","Cow parsnip – Silverweed cinquefoil",NA,NA
"530","CWHdm3/Em01","+","Sea ditch-grass",NA,NA
"531","CWHdm3/Em02","+","Pacific glasswort – Saltgrass",NA,NA
"532","CWHdm3/Em03","+","Saltgrass",NA,NA
"533","CWHdm3/Em05","+","Lyngbye's sedge",NA,NA
"534","CWHdm3/Em07","+","Common spikerush – Lyngbye's sedge",NA,NA
"535","CWHdm3/Es01","+","Crabapple – Lily-of-the-valley – Angelicas",NA,NA
"536","CWHdm3/Es02","+","Sitka willow – Lily-of-the-valley",NA,NA
"537","CWHdm3/Fl51","+","Dr – Salmonberry – Horsetail","Fl","low fluvial bench"
"538","CWHdm3/Fl52","+","Sitka willow – Salmonberry – Horsetail","Fl","low fluvial bench"
"539","CWHdm3/Ro60","+","Wallace's selaginella – Long rock moss","Ro","rocky outcrop"
"540","CWHdm3/Ro60.1","+","Wallace's selaginella – Long rock moss; Typic variation","Ro","rocky outcrop"
"541","CWHdm3/Ro60.2","+","Wallace's selaginella – Long rock moss; Parsley fern variation","Ro","rocky outcrop"
"542","CWHdm3/Ro61","+","Grey rock moss – Clad lichens","Ro","rocky outcrop"
"543","CWHdm3/Ro61.1","+","Grey rock moss – Clad lichens; Typic variation","Ro","rocky outcrop"
"544","CWHdm3/Ro61.2","+","Grey rock moss – Clad lichens; Parsley fern variation","Ro","rocky outcrop"
"545","CWHdm3/Wb50","+","Labrador tea – Bog-laurel – Peat mosses","Wb","wetland bog "
"546","CWHdm3/Wb55","+","Plc – Labrador tea – Peat mosses","Wb","wetland bog "
"547","CWHdm3/Wb55.1","+","Plc – Labrador tea – Peat mosses; Typic variation","Wb","wetland bog "
"548","CWHdm3/Wb55.2","+","Plc – Labrador tea – Peat mosses; Bog blueberry variation","Wb","wetland bog "
"549","CWHdm3/Wb56","+","PlcHw – Salal – Peat mosses","Wb","wetland bog "
"550","CWHdm3/Wf51","+","Sitka sedge – Peat mosses","Wf","wetland fen"
"551","CWHdm3/Wf52","+","Sweet gale – Sitka sedge","Wf","wetland fen"
"552","CWHdm3/Wf52.1","+","Sweet gale – Sitka sedge; Typic variation","Wf","wetland fen"
"553","CWHdm3/Wf52.2","+","Sweet gale – Sitka sedge; Bluejoint reedgrass variation","Wf","wetland fen"
"554","CWHdm3/Wm05","+","Cattail","Wm","wetland marsh"
"555","CWHdm3/Wm06","+","Soft-stemmed bulrush","Wm","wetland marsh"
"556","CWHdm3/Wm50","+","Sitka sedge – Water-parsley","Wm","wetland marsh"
"557","CWHdm3/Wm50.1","+","Sitka sedge – Water-parsley; Typic variation","Wm","wetland marsh"
"558","CWHdm3/Wm50.2","+","Sitka sedge – Water-parsley; Bluejoint reedgrass variation","Wm","wetland marsh"
"559","CWHdm3/Wm51","+","Three-way marsh-sedge","Wm","wetland marsh"
"560","CWHdm3/Wm52","+","Water horsetail – Sitka sedge","Wm","wetland marsh"
"561","CWHdm3/Ws50","+","Pink spirea – Sitka sedge","Ws","wetland swamp"
"562","CWHdm3/Ws51","+","Sitka willow – Pacific willow – Skunk cabbage","Ws","wetland swamp"
"563","CWHdm3/Ws51.1","+","Sitka willow – Pacific willow – Skunk cabbage; Typic variation","Ws","wetland swamp"
