"","SS_NoSpace","SiteSeriesLongName","SpecialCode","Special"
"1140","ICHmw4/113","SxwBl – Devil's club – Lady fern","FR","frost"
"1141","ICHmw4/114","SxwCw – Horsetail – Lady fern","",""
"1142","ICHmw4/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1143","ICHmw4/Fm02","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"1144","ICHmw4/Fm04","Cottonwood – Redcedar – Dogwood – Lady fern","Fm","mid fluvial bench"
"1145","ICHmw4/Ws10","CwSxw– Skunk cabbage","",""
"1146","ICHmw5/101","HwCw – Falsebox","",""
"1147","ICHmw5/102","FdPl – Juniper – Kinnikinnick","",""
"1148","ICHmw5/103","Fd – Douglas maple – Falsebox","",""
"1149","ICHmw5/104","FdCw – Falsebox – Prince's pine","",""
"1150","ICHmw5/110","CwHw – Oak fern","",""
"1151","ICHmw5/111","CwHw – Devil's club – Lady fern","",""
"1152","ICHmw5/111.1","CwHw – Devil's club – Lady fern","",""
"1153","ICHmw5/111.2","CwHw – Lady fern – Oak fern","",""
"1154","ICHmw5/112","Sxw(Hw) – Huckleberry – Oak fern","",""
"1155","ICHmw5/113","CwSxw – Skunk cabbage","",""
"1156","ICHmw5/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1157","ICHmw5/Fm02","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"1158","ICHmw5/Fm04","Cottonwood – Redcedar – Dogwood – Lady fern","Fm","mid fluvial bench"
"1159","ICHmw5/Wb16","Sxw – Trapper's tea – Peat moss","",""
"1160","ICHmw5/Ws07","Sxw – Horsetail – Leafy moss","",""
"1161","ICHmw5/Ws07.1","Sxw – Horsetail – Leafy moss; Typic variation","",""
"1162","ICHmw5/Ws07.2","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"1163","ICHmw5/Ws10","CwSxw– Skunk cabbage","",""
"1164","ICHvc/01","HwBl – Devil's club","",""
"1165","ICHvc/01.1","HwBl – Devil's club; Hw variation","",""
"1166","ICHvc/01.2","HwBl – Devil's club; Bl variation","FR","frost"
"1167","ICHvc/02","Hw – Step moss","",""
"1168","ICHvc/02.1","Hw – Step moss; Hw variation","",""
"1169","ICHvc/02.2","Hw – Step moss; Bl variation","FR","frost"
"1170","ICHvc/03","Sx – Devil's club","CA","cold aspects - cold air"
"1171","ICHvc/03a","Sx – Devil's club; Fluvial","CA","cold aspects - cold air"
"1172","ICHvc/03b","Sx – Devil's club; Morainal","CA","cold aspects - cold air"
"1173","ICHvc/04","Sx – Devil's club – Dogwood","Fh","high fluvial bench"
"1174","ICHvc/05","ActSx – Dogwood","Fm","mid fluvial bench"
"1175","ICHvc/06","Sx – Horsetail","CA","cold aspects - cold air"
"1176","ICHvc/07","Hw – Cloudberry – Peat moss","",""
"1177","ICHvk1/01","CwHw – Devil's club – Lady fern","",""
"1178","ICHvk1/02","HwCw – Falsebox – Feathermoss","",""
"1179","ICHvk1/03","HwCw – Falsebox – Feathermoss","",""
"1180","ICHvk1/04","CwHw – Oak fern – Spiny wood fern","",""
"1181","ICHvk1/05","CwSxw – Devil's club – Horsetail","",""
"1182","ICHvk1/06","CwSxw – Skunk cabbage","",""
"1183","ICHvk2/01","CwHw – Devil's club – Lady fern","",""
"1184","ICHvk2/02","HwCw – Cladonia","",""
"1185","ICHvk2/03","HwCw – Step moss","",""
"1186","ICHvk2/04","CwHw – Oak fern","",""
"1187","ICHvk2/05","Cw – Devil's club – Ostrich fern","Fh","high fluvial bench"
"1188","ICHvk2/06","CwSxw – Skunk cabbage","",""
"1189","ICHvk2/07","Sb – Sphagnum","CA","cold aspects - cold air"
"1190","ICHvk2/08","Pl – Bog-rosemary – Peat moss","",""
"1191","ICHvk2/09","Sb – Buckbean – Peat moss","",""
"1192","ICHvk2/10","Sb – Skunk cabbage – Peat moss","",""
"1193","ICHwc/01","HwBl – Oak fern","",""
"1194","ICHwc/02","HwPl – Feathermoss – Cladonia","",""
"1195","ICHwc/03","Hw – Step moss","",""
"1196","ICHwc/04","HwBl – Devil's club","",""
"1197","ICHwc/05","Sx – Devil's club","FR","frost"
"1198","ICHwc/06","ActSx – Dogwood","Fm","mid fluvial bench"
"1199","ICHwc/07","HwSx – Blueberry – Sphagnum","CA","cold aspects - cold air"
"1200","ICHwc/08","Sx – Horsetail","",""
"1201","ICHwc/09","Hw – Cloudberry – Peat moss","",""
"1202","ICHwc/10","Pl  – Water sedge – Peat moss","",""
"1203","ICHwk1/01","CwHw – Oak fern","",""
"1204","ICHwk1/03","PlHw – Velvet-leaved blueberry","",""
"1205","ICHwk1/04","HwCw – Falsebox – Feathermoss","",""
"1206","ICHwk1/05","CwHw – Devil's club – Lady fern","",""
"1207","ICHwk1/06","CwSxw – Devil's club – Horsetail","Fh","high fluvial bench"
"1208","ICHwk1/07","CwSxw – Skunk cabbage","",""
"1209","ICHwk2/01","CwHw – Oak fern","",""
"1210","ICHwk2/01a","CwHw – Oak fern; Typic","",""
"1211","ICHwk2/01b","CwHw – Oak fern; Moist","",""
"1212","ICHwk2/02","HwCw – Cladonia","",""
"1213","ICHwk2/03","CwFd – Juniper – Falsebox","",""
"1214","ICHwk2/04","HwCw – Step moss","",""
"1215","ICHwk2/05","SxwCw – Oak fern","FR","frost"
"1216","ICHwk2/06","Sxw – Twinberry – Oak fern","FR","frost"
"1217","ICHwk2/07","CwHw – Devil's club – Lady fern","",""
"1218","ICHwk2/08","CwSxw – Skunk cabbage","",""
"1219","ICHwk2/09","Pl  – Water sedge – Peat moss","",""
"1220","ICHwk2/10","Pl – Few-flowered sedge – Peat moss","",""
"1221","ICHwk3/01","CwHw – Oak fern","",""
"1222","ICHwk3/02","Hw – Azalea – Cladonia","",""
"1223","ICHwk3/03","CwSxw – Prince's pine – Cat's-tail moss","",""
"1224","ICHwk3/04","HwCw – Step moss","",""
"1225","ICHwk3/05","CwHw – Devil's club – Lady fern","",""
"1226","ICHwk3/06","CwSxw – Devil's club – Horsetail","",""
"1227","ICHwk3/07","Hw – Wood horsetail – Sphagnum","",""
"1228","ICHwk3/08","PlSb – Sedge – Sphagnum","",""
"1229","ICHwk3/09","CwSxw – Skunk cabbage","",""
"1230","ICHwk3/10","Pl – Bog-rosemary – Peat moss","",""
"1231","ICHwk3/11","Sb – Buckbean – Peat moss","",""
"1232","ICHwk4/01","CwHw – Oak fern","",""
"1233","ICHwk4/01a","CwHw – Oak fern; Typic","",""
"1234","ICHwk4/01b","CwHw – Oak fern; Moist","",""
"1235","ICHwk4/02","HwCw – Cladonia","",""
"1236","ICHwk4/03","CwSxw – Soopolallie","",""
"1237","ICHwk4/04","CwSxw – Velvet-leaved blueberry","CA","cold aspects - cold air"
"1238","ICHwk4/05","HwCw – Step moss","",""
"1239","ICHwk4/06","Sxw – Twinberry – Oak fern","FR","frost"
"1240","ICHwk4/07","CwHw – Devil's club – Lady fern","",""
"1241","ICHwk4/08","Sxw – Devil's club – Lady fern","FR","frost"
"1242","ICHwk4/10","ActSxw – Red-osier dogwood","Fm","mid fluvial bench"
"1243","ICHxm1/101","FdCw – Falsebox – Prince's pine","",""
"1244","ICHxm1/102","Py – Juniper – Penstemon – Bluebunch wheatgrass","",""
"1245","ICHxm1/103","FdPy – Oregon-grape – Bluebunch wheatgrass","",""
"1246","ICHxm1/104","Fd – Falsebox – Pinegrass","",""
"1247","ICHxm1/104.1","Fd – Falsebox – Pinegrass","",""
"1248","ICHxm1/104.2","Fd – Oceanspray – Pinegrass","",""
"1249","ICHxm1/110","CwFd – Thimbleberry – Sarsaparilla","",""
"1250","ICHxm1/111","Cw – Devil's club – Baneberry","",""
"1251","ICHxm1/112","CwSxw – Skunk cabbage","",""
"1252","ICHxm1/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1253","ICHxm1/Fm02","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"1254","ICHxm1/Fm04","Cottonwood – Redcedar – Dogwood – Lady fern","Fm","mid fluvial bench"
"1255","ICHxm1/Fm05","Cottonwood – Douglas-fir – Douglas maple – Snowberry","Fm","mid fluvial bench"
"1256","ICHxm1/Ws07","Sxw – Horsetail – Leafy moss","",""
"1257","ICHxm1/Ws07.1","Sxw – Horsetail – Leafy moss; Typic variation","",""
"1258","ICHxm1/Ws07.2","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"1259","ICHxm1/Ws10","CwSxw– Skunk cabbage","",""
"1260","ICHxw/101","CwFd – Hazelnut – Sarsaparilla","",""
"1261","ICHxw/102","FdPy – Oceanspray – Bluebunch wheatgrass","",""
"1262","ICHxw/103","FdPy – Oregon-grape – Pinegrass","",""
"1263","ICHxw/104","Fd(Py) – Douglas maple – Pinegrass","",""
"1264","ICHxw/110","CwHw – Foamflower","",""
"1265","ICHxw/111","CwHw – Oak fern","",""
"1266","ICHxw/112","CwHw – Horsetail – Lady fern","",""
"1267","ICHxw/113","CwSxw – Skunk cabbage","",""
"1268","ICHxw/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1269","ICHxw/Ws10","CwSxw– Skunk cabbage","",""
"1270","ICHxwa/101","CwFd – Hazelnut – Sarsaparilla","",""
"1271","ICHxwa/102","FdPy – Oceanspray – Bluebunch wheatgrass","",""
"1272","ICHxwa/103","FdPy – Oregon-grape – Pinegrass","",""
"1273","ICHxwa/104","Fd(Py) – Douglas maple – Pinegrass","",""
"1274","ICHxwa/110","CwHw – Foamflower","",""
"1275","ICHxwa/111","CwHw – Oak fern","",""
"1276","ICHxwa/112","CwHw – Horsetail – Lady fern","",""
"1277","ICHxwa/113","CwSxw – Skunk cabbage","",""
"1278","ICHxwa/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1279","ICHxwa/Ws10","CwSxw– Skunk cabbage","",""
"1280","IDFdh/101","FdLw – Ninebark – Pinegrass","",""
"1281","IDFdh/102","PyFd – Ninebark – Selaginella","",""
"1282","IDFdh/103","PyFd – Snowberry – Bluebunch wheatgrass","",""
"1283","IDFdh/104","FdPy – Snowberry – Pinegrass","",""
"1284","IDFdh/104.1","FdPy – Snowberry – Pinegrass","",""
"1285","IDFdh/104.2","FdPy – Snowberry – Ninebark","",""
"1286","IDFdh/110","Fd(Lw) – Douglas maple – Sarsaparilla","",""
"1287","IDFdh/111","Sxw – Douglas maple – Oak fern","",""
"1288","IDFdh/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1289","IDFdh/Fm05","Cottonwood – Douglas-fir – Douglas maple – Snowberry","Fm","mid fluvial bench"
"1290","IDFdk1/101","FdPl – Pinegrass – Feather moss","",""
"1291","IDFdk1/102","Fd – Juniper – Kinnikinnick","",""
"1292","IDFdk1/103","Fd(Py) – Bluebunch wheatgrass – Pinegrass","IN","insolation"
"1293","IDFdk1/104","Fd(Pl) – Pinegrass – Kinnikinnick","",""
"1294","IDFdk1/105","Pl – Pinegrass – Grouseberry – Kinnikinnick","CA","cold aspects - cold air"
"1295","IDFdk1/110","SxwFd – Gooseberry – Feather moss","",""
"1296","IDFdk1/111","Sxw – Dogwood – Horsetail","",""
"1297","IDFdk1/Fm02","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"1298","IDFdk1/Fm05","Cottonwood – Douglas-fir – Douglas maple – Snowberry","Fm","mid fluvial bench"
"1299","IDFdk1/Ws07","Sxw – Horsetail – Leafy moss","",""
"1300","IDFdk1/Ws07.1","Sxw – Horsetail – Leafy moss; Typic variation","",""
"1301","IDFdk1/Ws07.2","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"1302","IDFdk2/101","FdPl – Pinegrass – Feather moss","",""
"1303","IDFdk2/102","Fd – Juniper – Kinnikinnick","",""
"1304","IDFdk2/103","FdPy – Spirea – Bluebunch wheatgrass","IN","insolation"
"1305","IDFdk2/104","Fd(Pl) – Pinegrass – Kinnikinnick","",""
"1306","IDFdk2/105","Pl – Pinegrass – Grouseberry – Kinnikinnick","CA","cold aspects - cold air"
"1307","IDFdk2/110","Sxw(Fd) – Dogwood – Gooseberry","",""
"1308","IDFdk2/111","Sxw – Dogwood – Horsetail","",""
"1309","IDFdk2/Fm02","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"1310","IDFdk2/Fm05","Cottonwood – Douglas-fir – Douglas maple – Snowberry","Fm","mid fluvial bench"
"1311","IDFdk2/Ws07","Sxw – Horsetail – Leafy moss","",""
"1312","IDFdk2/Ws07.1","Sxw – Horsetail – Leafy moss; Typic variation","",""
"1313","IDFdk2/Ws07.2","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"1314","IDFdk3/01","FdPl – Pinegrass – Feathermoss","",""
"1315","IDFdk3/02","Fd – Juniper – Kinnikinnick","IN","insolation"
"1316","IDFdk3/03","Fd – Juniper – Peltigera","",""
"1317","IDFdk3/04","Fd – Bluebunch wheatgrass – Needlegrass","IN","insolation"
"1318","IDFdk3/05","Fd – Feathermoss – Step moss","CAS","cold aspects"
"1319","IDFdk3/06","Fd – Pinegrass – Aster","IN","insolation"
"1320","IDFdk3/07","SxwFd – Prickly rose – Sedge","",""
"1321","IDFdk3/08","SxwFd – Prickly rose – Sarsaparilla","",""
"1322","IDFdk3/09","Sxw – Horsetail – Glow moss","",""
"1323","IDFdk4/01","FdPl – Pinegrass – Feathermoss","",""
"1324","IDFdk4/02","Fd – Juniper – Peltigera","",""
"1325","IDFdk4/03","Fd – Juniper – Saskatoon","IN","insolation"
"1326","IDFdk4/04","Fd – Juniper – Pasture sage","IN","insolation"
"1327","IDFdk4/05","Fd – Bluebunch wheatgrass – Pinegrass","",""
"1328","IDFdk4/06","Pl – Kinnikinnick – Cladonia","",""
"1329","IDFdk4/07","Fd – Feathermoss – Step moss","CAS","cold aspects"
"1330","IDFdk4/08","Sxw – Scrub birch – Feathermoss","CA","cold aspects - cold air"
"1331","IDFdk4/09","Sxw – Feathermoss – Brachythecium","",""
"1332","IDFdk4/10","Sxw – Horsetail – Glow moss","",""
"1333","IDFdk5/101","FdPl – Pinegrass – Feathermoss","",""
"1334","IDFdk5/102","Fd – Juniper – Pinegrass","",""
"1335","IDFdk5/103","Fd – Saskatoon – Bluebunch wheatgrass","IN","insolation"
"1336","IDFdk5/104","Fd – Spirea – Pinegrass – Kinnikinnick","",""
"1337","IDFdk5/110","Sxw(Fd) – Dogwood – Bunchberry","",""
"1338","IDFdk5/111","Sxw – Dogwood – Horsetail","CA","cold aspects - cold air"
"1339","IDFdk5/111a","Sxw – Dogwood – Horsetail; Riparian phase","",""
"1340","IDFdk5/111b","Sxw – Dogwood – Horsetail; Swamp phase","",""
"1341","IDFdk5/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1342","IDFdk5/Fm02","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"1343","IDFdk5/Fm07","Aspen – Dogwood – Sarsaparilla","Fm","mid fluvial bench"
"1344","IDFdk5/Ws07","Sxw – Horsetail – Leafy moss","",""
"1345","IDFdk5/Ws07.1","Sxw – Horsetail – Leafy moss; Typic variation","",""
"1346","IDFdk5/Ws07.2","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"1347","IDFdm1/101","Fd(Lw) – Pinegrass – Twinflower","",""
"1348","IDFdm1/102","PyFd – Bluebunch wheatgrass – Kinnikinnick","",""
"1349","IDFdm1/103","FdPy – Bluebunch wheatgrass – Pinegrass","IN","insolation"
"1350","IDFdm1/104","Fd(Lw) – Pinegrass – Kinnikinnick","",""
"1351","IDFdm1/110","SwxFd – Snowberry – Sarsaparilla","",""
"1352","IDFdm1/110.1","SwxFd – Snowberry – Sarsaparilla","",""
"1353","IDFdm1/110.2","CwFd – Douglas maple – Sarsaparilla","",""
"1354","IDFdm1/111","Sxw(Fd) – Dogwood – Gooseberry","",""
"1355","IDFdm1/112","Sxw – Dogwood – Horsetail","CA","cold aspects - cold air"
"1356","IDFdm1/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1357","IDFdm1/Fm05","Cottonwood – Douglas-fir – Douglas maple – Snowberry","Fm","mid fluvial bench"
"1358","IDFdm2/101","Fd(Lw) – Pinegrass – Twinflower","",""
"1359","IDFdm2/102","Fd – Rocky Mountain juniper – Kinnikinnick","",""
"1360","IDFdm2/103","Fd(Py) – Bluebunch wheatgrass – Pinegrass","",""
"1361","IDFdm2/104","Fd(Lw) – Pinegrass – Kinnikinnick","",""
"1362","IDFdm2/104.1","Fd(Lw) – Pinegrass – Kinnikinnick","",""
"1363","IDFdm2/104.2","LwFd(Pl) – Pinegrass","",""
"1364","IDFdm2/110","FdLwSxw – Pinegrass","",""
"1365","IDFdm2/111","SxwFd – Snowberry – Sarsaparilla","",""
"1366","IDFdm2/112","Sxw – Dogwood – Horsetail","",""
"1367","IDFdm2/112a","Sxw – Dogwood – Horsetail; Riparian","Fh","mid fluvial bench"
"1368","IDFdm2/112b","Sxw – Dogwood – Horsetail; Swamp phase","",""
"1369","IDFdm2/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1370","IDFdm2/Fm02","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"1371","IDFdm2/Fm07","Aspen – Dogwood – Sarsaparilla","Fm","mid fluvial bench"
"1372","IDFdm2/Ws07","Sxw – Horsetail – Leafy moss","",""
"1373","IDFdm2/Ws07.1","Sxw – Horsetail – Leafy moss; Typic variation","",""
"1374","IDFdm2/Ws07.2","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","",""
"1375","IDFdw/101","Fd – Soopolallie – Pinegrass","",""
"1376","IDFdw/102","Fd – Juniper – Kinnikinnick","",""
"1377","IDFdw/103","Pli – Soopolallie – Kinnikinnick – Pixie lichens","",""
"1378","IDFdw/104","Fd – Spirea – Pinegrass","IN","insolation"
"1379","IDFdw/105","BlFd – Falsebox – Feather moss","CAS","cool aspect"
"1380","IDFdw/110","Fd – Thimbleberry – Gooseberry","",""
"1381","IDFdw/111","SxwBl – Twinberry – Gooseberry","FR","frost"
"1382","IDFdw/112","BlFd – Devil's club – Oak fern","",""
"1383","IDFdw/113","Sxw – Mountain alder – Horsetail","",""
"1384","IDFdw/Fm01","Act – Snowberry – Rose","Fm","mid fluvial bench"
"1385","IDFdw/Fm02","ActSxw – Dogwood","Fm","mid fluvial bench"
"1386","IDFmw2/01","FdCw – Falsebox – Prince's pine","",""
"1387","IDFmw2/02","Fd – Snowberry – Bluebunch wheatgrass","",""
"1388","IDFmw2/03","Fd – Pinegrass – Feathermoss","",""
"1389","IDFmw2/04","CwSxw – Oak fern","",""
"1390","IDFww/101","Fd – Falsebox – Orange honeysuckle","",""
"1391","IDFww/101.1","Fd – Falsebox – Orange honeysuckle; Typic variation","",""
"1392","IDFww/101.2","Fd – Falsebox – Orange honeysuckle; Cw variation","",""
"1393","IDFww/102","Fd – Selaginellas – Bluebunch wheatgrass","",""
"1394","IDFww/103","FdPy – Saskatoon – Screw moss","",""
"1395","IDFww/104","Fd – Falsebox – Pinegrass","",""
"1396","IDFww/110","CwFd – Hooker's fairybells","",""
"1397","IDFww/111","FdSx – Dogwood – Sarsaparilla","CA","cold air"
"1398","IDFww/112","CwBg – Douglas' maple – Devil's club","Fh","high fluvial bench"
"1399","IDFxh1/101","Fd(Py) – Spirea – Pinegrass","",""
"1400","IDFxh1/102","Py(Fd) – Bluebunch wheatgrass – Selaginella","",""
"1401","IDFxh1/103","FdPy – Pinegrass – Rough fescue","",""
"1402","IDFxh1/104","FdPy – Bluebunch wheatgrass – Balsamroot","IN","insolation"
"1403","IDFxh1/105","Fd(Py) – Bluebunch wheatgrass – Pinegrass","",""
"1404","IDFxh1/106","FdPy – Idaho fescue – Balsamroot","",""
"1405","IDFxh1/110","Fd(Py) – Snowberry – Oregon-grape","",""
"1406","IDFxh1/111","SxwFd – Dogwood – Douglas maple","",""
"1407","IDFxh1/111.1","SxwFd – Dogwood – Douglas maple","",""
"1408","IDFxh1/111.2","CwFd – Douglas maple – Sarasparilla","",""
"1409","IDFxh1/112","Sxw – Dogwood – Horsetail","",""
"1410","IDFxh1/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1411","IDFxh1/Fm05","Cottonwood – Douglas-fir – Douglas maple – Snowberry","Fm","mid fluvial bench"
"1412","IDFxh2/101","Fd(Py) – Spirea – Pinegrass","",""
"1413","IDFxh2/102","PyFd – Bluebunch wheatgrass – Selaginella","",""
"1414","IDFxh2/103","FdPy – Bluebunch wheatgrass – Balsamroot","IN","insolation"
"1415","IDFxh2/104","FdPy – Rough fescue – Bluebunch wheatgrass","",""
"1416","IDFxh2/110","Fd – Feather moss – Step moss","CAS","cold aspects"
"1417","IDFxh2/111","Fd – Snowberry – Oregon-grape","",""
"1418","IDFxh2/112","SxwFd – Dogwood – Douglas maple","",""
"1419","IDFxh2/113","Sxw – Dogwood – Horsetail","",""
"1420","IDFxh2/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1421","IDFxh2/Fm05","Cottonwood – Douglas-fir – Douglas maple – Snowberry","Fm","mid fluvial bench"
"1422","IDFxk/101","Fd – Rocky Mountain juniper – Pinegrass","",""
"1423","IDFxk/102","Fd – Rocky Mountain juniper – Bluebunch wheatgrass","",""
"1424","IDFxk/102a","Fd – Rocky Mountain juniper – Bluebunch wheatgrass; Xeric phase","",""
"1425","IDFxk/102b","Fd – Rocky Mountain juniper – Bluebunch wheatgrass; Subxeric phase","",""
"1426","IDFxk/103","Fd – Rocky Mountain juniper – Kinnikinnick","",""
"1427","IDFxk/110","Fd – Feathermoss – Step moss","CAS","cold aspects"
"1428","IDFxk/112","SxwFd – Dogwood – Sarsaparilla","CA","cold aspects - cold air"
"1429","IDFxk/113","Sxw – Dogwood – Horsetail","CA","cold aspects - cold air"
"1430","IDFxk/113a","Sxw – Dogwood – Horsetail; Xeric phase","",""
"1431","IDFxk/113b","Sxw – Dogwood – Horsetail; Subxeric phase","CA","cold aspects - cold air"
"1432","IDFxk/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1433","IDFxk/Fm02","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"1434","IDFxk/Fm07","Aspen – Dogwood – Sarsaparilla","Fm","mid fluvial bench"
"1435","IDFxm/01","Fd – Pinegrass – Feathermoss","",""
"1436","IDFxm/01a","Fd – Pinegrass – Feathermoss; Typic","",""
"1437","IDFxm/01b","Fd – Pinegrass – Feathermoss; Cold","CA","cold aspects - cold air"
"1438","IDFxm/02","Fd – Bluebunch wheatgrass – Penstemon","",""
"1439","IDFxm/02a","Fd – Bluebunch wheatgrass – Penstemon; Typic","IN","insolation"
"1440","IDFxm/02b","Fd – Bluebunch wheatgrass – Penstemon; Shallow","",""
"1441","IDFxm/03","Fd – Juniper – Cladonia","",""
"1442","IDFxm/04","Fd – Bluebunch wheatgrass – Pasture sage","IN","insolation"
"1443","IDFxm/05","Fd – Feathermoss – Step moss","CAS","cold aspects"
"1444","IDFxm/06","Fd – Ricegrass – Feathermoss","",""
"1445","IDFxm/07","Fd – Prickly rose – Sarsaparilla","",""
"1446","IDFxm/08","Sxw – Snowberry – Prickly rose","",""
"1447","IDFxm/09","Sxw – Horsetail","",""
"1448","IDFxw/01","Fd – Juniper – Bluebunch wheatgrass","",""
"1449","IDFxw/02","FdPy – Bluebunch wheatgrass – Pinegrass","",""
"1450","IDFxw/03","FdPy – Western snowberry – Bluebunch wheatgrass","IN","insolation"
"1451","IDFxw/04","FdPy – Bluebunch wheatgrass – Balsamroot","IN","insolation"
"1452","IDFxw/05","Fd – Feathermoss","CAS","cold aspects"
"1453","IDFxw/06","Sxw – Water birch","",""
"1454","IDFxw/07","Sxw – Prickly rose – Coltsfoot","",""
"1455","IDFxx1/101","FdPy – Pinegrass – Bluebunch wheatgrass","",""
"1456","IDFxx1/102","Py – Mock-orange – Bluebunch wheatgrass","",""
"1457","IDFxx1/103","Py – Bluebunch wheatgrass – Balsamroot","",""
"1458","IDFxx1/104","Py – Bluebunch wheatgrass – Rough fescue","",""
"1459","IDFxx1/110","Fd – Ninebark – Pinegrass","",""
"1460","IDFxx1/111","Py(Lw) – Snowberry – Kentucky bluegrass","",""
"1461","IDFxx1/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1462","IDFxx1/Fm05","Cottonwood – Douglas-fir – Douglas maple – Snowberry","Fm","mid fluvial bench"
"1463","IDFxx2/101","FdPy – Pinegrass – Bluebunch wheatgrass","",""
"1464","IDFxx2/101.1","FdPy – Pinegrass – Bluebunch wheatgrass","",""
"1465","IDFxx2/101.2","FdPy – Pinegrass","",""
"1466","IDFxx2/102","Py – Mock-orange – Bluebunch wheatgrass","",""
"1467","IDFxx2/103","Py(Fd) – Antelope-brush – Bluebunch wheatgrass","IN","insolation"
"1468","IDFxx2/104","Py – Bluebunch wheatgrass – Rough fescue","",""
"1469","IDFxx2/110","Fd – Feathermoss – Step moss","CAS","cold aspects"
"1470","IDFxx2/111","FdLw – Snowberry – Pinegrass","",""
"1471","IDFxx2/112","Sxw – Dogwood – Horsetail","",""
"1472","IDFxx2/112a","Sxw – Dogwood – Horsetail; High bench phase","Fh","high fluvial bench"
"1473","IDFxx2/112b","Sxw – Dogwood – Horsetail; Swamp phase","CA",""
"1474","IDFxx2/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"1475","IDFxx2/Fm02","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"1476","IDFxx2/Fm07","Aspen – Dogwood – Sarsaparilla","Fm","mid fluvial bench"
"1477","MHmm1/101","HmBa – Blueberry – Pipecleaner moss","",""
"1478","MHmm1/101a","HmBa – Blueberry – Pipecleaner moss; Typic phase","",""
"1479","MHmm1/101b","HmBa – Blueberry – Pipecleaner moss; Subxeric phase","",""
"1480","MHmm1/102","YcHm – Mountain-heaths – Clad lichens","",""
"1481","MHmm1/103","HmYc – Blueberry – Pink mountain-heath","SN","late snow"
"1482","MHmm1/104","HmYc – Copperbush – Mountain-heather","SN","late snow"
"1483","MHmm1/110","HmBa – Foamflower","",""
"1484","MHmm1/111","HmYc – Copperbush – Deer cabbage","",""
"1485","MHmm1/112","HmBa – Devil's club – Oak fern","",""
"1486","MHmm1/Wb58","YcHm – Narrow-leaved cotton-grass – Peat mosses","",""
"1487","MHmm1/Ws55","YcHm – Skunk cabbage","",""
"1488","MHmm2/101","HmBa – Blueberry – Pipecleaner moss","",""
"1489","MHmm2/101a","HmBa – Blueberry – Pipecleaner moss; Typic phase","",""
"1490","MHmm2/101b","HmBa – Blueberry – Pipecleaner moss; Subxeric phase","",""
"1491","MHmm2/102","HmBl – Pink mountain-heath – Reindeer lichens","",""
"1492","MHmm2/103","HmBa – Copperbush – Mountain-heather","SN","late snow"
"1493","MHmm2/110","HmBl – Valerian – Foamflower","",""
"1494","MHmm2/111","HmBa – Deer cabbage – Peat mosses","",""
"1495","MHmm2/112","HmBa – Devil's club – Oak fern","",""
"1496","MHmm2/113","HmBl – Lady fern – Valerian","",""
"1497","MHmm2/Wb57","PlcYc – Deer cabbage – Peat mosses","",""
"1498","MHmm2/Ws59","HmBl – Skunk cabbage","",""
"1499","MHmm2/Ws63","HmBl – Lady fern – Horsetail","",""
"1500","MHms/101","HmBl – Huckleberry – Blueberry – Oak fern","",""
"1501","MHms/102","Hm – Huckleberry – Clad lichens","",""
"1502","MHms/103","HmBl – Huckleberry – Heron's-bill mosses","",""
"1503","MHms/104","HmBl – Mountain-heather – Leafy liverworts","SN","late snow"
"1504","MHms/110","HmBl – Lady fern – Valerian","",""
"1505","MHms/111","HmBl – Devil's club – Lady fern","",""
